City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,lavrentiya,65.5833,-171.0,7.58,74,95,3.88,RU,1686623271
369,waddan,29.1614,16.139,22.43,56,0,2.28,LY,1686623271
370,luganville,-15.5333,167.1667,26.07,84,69,4.04,VU,1686623271
371,powell,40.1578,-83.0752,15.67,69,0,3.6,US,1686623178
372,correntina,-13.3433,-44.6367,23.33,44,51,1.22,BR,1686623272
373,nagykanizsa,46.4535,16.991,13.95,88,0,2.35,HU,1686623272
374,cardston,49.2,-113.3019,24.16,56,66,0.51,CA,1686622801
375,neuquen,-38.9516,-68.0591,-1.06,86,0,0.0,AR,1686623272
376,axim,4.8699,-2.2405,25.07,70,77,2.55,GH,1686623272
377,bintulu,3.1667,113.0333,31.23,74,40,0.0,MY,1686623272
378,whyalla,-33.0333,137.5833,15.61,55,6,9.28,AU,1686623272
379,maxixe,-23.8597,35.3472,19.02,90,57,2.62,MZ,1686623272
380,aguimes,27.9054,-15.4461,19.92,76,20,4.02,ES,1686623272
381,baoshan,46.5586,131.4244,21.38,65,65,1.65,CN,1686623273
382,morondava,-20.2833,44.2833,17.76,88,1,3.08,MG,1686623273
383,callaway,30.153,-85.5699,28.03,81,100,6.17,US,1686623273
384,chichibu,35.9903,139.0764,29.69,62,100,1.34,JP,1686623273
385,san patricio,28.017,-97.5169,28.43,83,79,6.5,US,1686623273
386,victor harbor,-35.5667,138.6167,11.49,68,9,9.58,AU,1686623273
387,rancho palos verdes,33.7445,-118.387,20.03,82,40,6.17,US,1686623051
388,pontianak,-0.0333,109.3333,28.99,74,20,2.57,ID,1686623273
389,bonavista,48.6499,-53.1147,4.91,96,100,9.83,CA,1686623273
390,marshall,34.3834,-86.3333,20.99,84,40,0.0,US,1686623273
391,inhambane,-23.865,35.3833,19.48,89,51,3.09,MZ,1686623273
392,portobelo,9.55,-79.65,27.53,84,19,1.79,PA,1686623274
393,douglas,41.3,-96.167,21.48,52,0,0.45,US,1686623274
394,faya,18.3851,42.4509,19.29,43,98,3.0,SA,1686623274
395,calamar,10.2511,-74.9146,26.99,88,7,1.59,CO,1686623274
396,arlit,18.7369,7.3853,30.83,33,40,4.55,NE,1686623274
397,sur,22.5667,59.5289,32.63,46,100,3.03,OM,1686623274
398,brae,60.3964,-1.353,12.37,94,90,2.66,GB,1686623274
399,benemerito de las americas,16.5167,-90.6439,31.05,48,75,1.3,MX,1686623274
400,witu,-2.3889,40.4382,24.09,82,12,4.14,KE,1686623274
401,okakarara,-20.5833,17.4333,3.92,43,4,1.12,NA,1686623275
402,porto novo,6.4965,2.6036,26.9,81,100,2.7,BJ,1686623275
403,baruun-urt,46.6806,113.2792,26.07,25,19,3.22,MN,1686623275
404,minab,27.1467,57.0801,33.39,40,53,0.59,IR,1686623275
405,nome,64.5011,-165.4064,11.04,76,100,6.17,US,1686623275
406,grindavik,63.8424,-22.4338,8.28,81,0,1.03,IS,1686623275
407,panaba,21.2833,-88.2667,29.29,68,24,4.46,MX,1686623275
408,bandarbeyla,9.4942,50.8122,26.56,73,100,13.08,SO,1686623275
409,jumla,29.2747,82.1838,16.21,85,98,1.2,NP,1686623275
410,hetauda,27.4284,85.0322,28.21,60,2,1.08,NP,1686623276
411,aden,12.7794,45.0367,31.32,80,52,4.01,YE,1686623276
412,grants pass,42.439,-123.3284,31.73,37,0,7.72,US,1686623276
413,sao gabriel da cachoeira,-0.1303,-67.0892,25.89,77,100,0.65,BR,1686623276
414,santa fe,-31.6333,-60.7,8.34,68,64,0.89,AR,1686623276
415,vicar,36.8316,-2.6427,19.11,88,27,2.05,ES,1686623276
416,utete,-7.986,38.758,19.15,89,0,1.25,TZ,1686623276
417,san quintin,30.4833,-115.95,17.42,78,11,7.06,MX,1686623276
418,kysyl-syr,63.8986,122.7617,15.03,31,0,5.67,RU,1686623277
419,havoysund,70.9963,24.6622,6.13,82,77,13.26,NO,1686623277
420,westport,41.1415,-73.3579,20.05,92,100,4.63,US,1686623144
421,sorong,-0.8833,131.25,28.45,72,96,2.69,ID,1686623277
422,valdez,1.2492,-78.9831,26.66,84,98,1.57,EC,1686623277
423,vitim,59.4511,112.5578,14.95,32,0,4.43,RU,1686623277
424,oktyabrskoye,43.0645,44.7417,17.08,88,40,1.0,RU,1686623277
425,iranshahr,27.2025,60.6848,33.19,29,2,2.06,IR,1686623277
426,churapcha,62.0025,132.4325,4.75,81,100,2.17,RU,1686623277
427,darnah,32.767,22.6367,20.83,89,0,5.48,LY,1686623277
428,henties bay,-22.116,14.2845,12.74,92,1,3.12,NA,1686623278
429,sergeyevka,53.88,67.4158,10.34,70,100,2.52,KZ,1686623278
430,springbok,-29.6643,17.8865,4.88,95,9,0.88,ZA,1686623278
431,saint-paul,-21.0096,55.2707,22.22,91,9,3.88,RE,1686623122
432,sarakhs,36.5449,61.1577,27.79,17,0,2.99,IR,1686623278
433,ugoofaaru,5.6667,73.0,28.75,79,100,7.63,MV,1686623278
434,bida,9.0833,6.0167,24.32,84,96,0.14,NG,1686623278
435,bambous virieux,-20.3428,57.7575,23.45,94,40,2.06,MU,1686623278
436,zlobin,45.2924,14.6541,15.61,56,40,2.06,HR,1686623279
437,disa,24.25,72.1667,29.68,70,65,7.3,IN,1686623279
438,agde,43.3108,3.4758,19.94,92,100,1.54,FR,1686623279
439,chimbote,-9.0853,-78.5783,21.25,81,25,5.67,PE,1686623279
440,thaton,16.9206,97.3714,25.27,92,100,2.5,MM,1686623279
441,caohai,26.8661,104.2841,13.55,72,100,1.15,CN,1686623279
442,togur,58.3631,82.8265,10.73,59,17,4.89,RU,1686623279
443,broome,42.2506,-75.833,17.79,96,100,3.6,US,1686623279
444,tandalti,13.0167,31.8667,30.85,46,87,3.98,SD,1686623279
445,umm lajj,25.0213,37.2685,28.04,49,0,2.36,SA,1686623280
446,husavik,66.0449,-17.3389,9.24,73,25,1.4,IS,1686623280
447,diego de almagro,-26.3667,-70.05,6.88,85,1,0.27,CL,1686623280
448,kasongo,-4.45,26.6667,19.69,87,34,0.74,CD,1686623280
449,hurghada,27.2574,33.8129,29.02,24,0,0.0,EG,1686623280
450,burley,42.5357,-113.7928,21.83,58,0,3.13,US,1686623280
451,watertown,42.3709,-71.1828,21.16,87,100,4.63,US,1686623280
452,camacha,33.0833,-16.3333,16.68,77,40,2.57,PT,1686623280
453,turkistan,43.0,68.0,27.03,14,0,10.91,KZ,1686623170
454,adelanto,34.5828,-117.4092,19.83,60,46,5.85,US,1686623281
455,the pas,53.8251,-101.2541,23.01,43,100,3.09,CA,1686623281
456,kudahuvadhoo,2.6708,72.8944,28.62,76,81,5.95,MV,1686623281
457,warri,5.5167,5.75,23.75,92,100,0.39,NG,1686623281
458,rio branco,-9.9747,-67.81,23.34,100,40,1.54,BR,1686623281
459,porto walter,-8.2686,-72.7439,23.26,96,24,0.55,BR,1686623281
460,merritt island,28.5392,-80.672,29.46,75,40,5.81,US,1686623174
461,farafangana,-22.8167,47.8333,19.18,93,19,3.0,MG,1686623282
462,labytnangi,66.6572,66.4183,7.51,49,99,3.66,RU,1686623282
463,quatre cocos,-20.2078,57.7625,23.38,80,25,3.92,MU,1686623282
464,maldonado,-34.6667,-54.9167,11.24,66,100,2.68,UY,1686623282
465,elmira,42.0898,-76.8077,16.78,92,100,4.12,US,1686623282
466,linden,6.0,-58.3,23.92,97,95,1.37,GY,1686623282
467,doaba,33.4244,70.7364,30.75,29,1,1.34,PK,1686623282
468,vilyuysk,63.7553,121.6247,14.85,31,1,5.33,RU,1686623282
469,goma,-1.6792,29.2228,18.27,85,92,0.64,CD,1686623283
470,mareeba,-17.0,145.4333,25.82,71,54,2.09,AU,1686623283
471,tarata,-17.6167,-66.0167,14.68,76,2,2.47,BO,1686623283
472,chabahar,25.2919,60.643,29.62,74,99,3.17,IR,1686623283
473,leningradskiy,69.3833,178.4167,7.02,82,100,3.49,RU,1686623283
474,fort nelson,58.8053,-122.7002,15.77,72,75,2.57,CA,1686623283
475,keti bandar,24.1447,67.4497,30.64,66,100,10.36,PK,1686623283
476,ambon,-3.6954,128.1814,29.08,81,40,1.54,ID,1686622986
477,buta,2.7858,24.73,20.29,100,84,0.63,CD,1686623283
478,tolaga bay,-38.3667,178.3,13.09,68,33,8.38,NZ,1686623284
479,porto nacional,-10.7081,-48.4172,24.0,49,0,0.13,BR,1686623284
480,ternova,50.1849,36.6757,10.41,87,100,4.77,UA,1686623284
481,shivrajpur,22.4167,73.65,27.98,61,26,6.48,IN,1686623284
482,kieta,-6.2167,155.6333,29.32,75,37,2.98,PG,1686623284
483,boda,4.3189,17.4695,20.93,93,86,1.62,CF,1686623284
484,severnyy,50.677,36.5532,9.02,87,0,4.02,RU,1686623284
485,terney,45.0503,136.6092,13.07,91,100,2.67,RU,1686623284
486,kalmunai,7.4167,81.8167,27.85,74,94,1.98,LK,1686623284
487,sibu,2.3,111.8167,31.17,74,40,1.03,MY,1686623285
488,akyab,20.15,92.9,27.28,85,100,4.03,MM,1686623285
489,ossora,59.2353,163.0719,13.4,68,100,2.12,RU,1686623285
490,dunedin,-45.8742,170.5036,12.67,65,77,1.34,NZ,1686623133
491,lapeer,43.0514,-83.3188,14.27,68,75,2.57,US,1686623285
492,prabumulih,-3.45,104.25,28.64,71,40,2.35,ID,1686623285
493,dickinson,29.4608,-95.0513,28.96,84,0,3.6,US,1686623285
494,mogok,22.9167,96.5,24.12,71,65,1.55,MM,1686623285
495,kokstad,-30.5472,29.4241,6.12,68,66,2.22,ZA,1686623285
496,san luis,-33.295,-66.3356,3.5,38,0,2.64,AR,1686623286
497,kaniama,-7.5667,24.1833,19.16,56,73,0.93,CD,1686623286
498,el centro,32.792,-115.563,31.19,28,0,10.29,US,1686623231
499,thurso,58.5927,-3.5259,11.14,92,69,1.36,GB,1686623286
500,lasa,46.6166,10.7002,16.49,95,65,0.66,IT,1686623286
501,voskresenskoye,56.8381,45.4317,8.08,76,1,1.54,RU,1686623286
502,socorro,31.6546,-106.3033,32.56,6,0,8.23,US,1686623112
503,okhotsk,59.3833,143.3,8.5,85,87,5.35,RU,1686623286
504,rabak,13.1809,32.74,30.08,49,99,4.5,SD,1686623286
505,mehriz,31.5917,54.4318,27.28,27,3,0.88,IR,1686623287
506,domoni,-12.2569,44.5319,23.63,80,29,1.4,KM,1686623287
507,lashio,22.9333,97.75,22.92,93,100,0.83,MM,1686623287
508,gimli,50.6336,-96.9907,23.01,64,25,0.51,CA,1686623287
509,laguna,38.421,-121.4238,25.62,58,100,5.14,US,1686623287
510,kutum,14.2,24.6667,24.69,50,100,2.46,SD,1686623287
511,te anau,-45.4167,167.7167,10.32,78,35,0.31,NZ,1686623287
512,malyye derbety,47.9547,44.6808,18.89,67,99,5.17,RU,1686623287
513,canico,32.6333,-16.85,19.35,83,20,1.54,PT,1686623288
514,port augusta,-32.5,137.7667,16.35,51,8,8.18,AU,1686623288
515,sorland,67.667,12.6934,7.92,82,100,6.24,NO,1686623288
516,sao jose da coroa grande,-8.8978,-35.1478,24.99,84,18,4.88,BR,1686623288
517,xiongzhou,25.1167,114.3,30.81,56,36,2.08,CN,1686623288
518,biltine,14.5333,20.9167,27.93,57,61,5.21,TD,1686623288
519,amudat,1.95,34.95,18.73,86,81,1.19,UG,1686623288
520,high level,58.5169,-117.136,17.06,63,100,0.0,CA,1686623288
521,pekan,3.4836,103.3996,30.06,77,96,2.34,MY,1686623289
522,beira,-19.8436,34.8389,19.05,94,0,3.09,MZ,1686623289
523,aberdeen,57.1437,-2.0981,15.92,96,52,0.51,GB,1686623234
524,hamilton,39.1834,-84.5333,15.43,72,20,2.06,US,1686622752
525,broken hill,-31.95,141.4333,13.58,55,0,8.58,AU,1686623060
526,talara,-4.5772,-81.2719,24.42,83,0,7.2,PE,1686623289
527,nantucket,41.2835,-70.0995,19.03,100,100,6.17,US,1686623289
528,high rock,26.6208,-78.2833,26.01,76,94,5.19,BS,1686623289
529,davidson,36.1501,-86.7833,18.16,84,40,2.06,US,1686623289
530,shetpe,44.1667,52.1167,26.63,16,5,4.64,KZ,1686623290
531,benoy,8.9833,16.3199,23.11,85,100,1.88,TD,1686623290
532,nanchong,30.7951,106.0847,26.58,66,100,2.87,CN,1686623290
533,kruisfontein,-34.0033,24.7314,10.49,69,86,4.82,ZA,1686623290
534,glenwood springs,39.5505,-107.3248,18.51,59,40,0.0,US,1686623103
535,wanaka,-44.7,169.15,9.5,73,18,0.45,NZ,1686623290
536,marakkanam,12.2,79.95,29.86,66,100,5.01,IN,1686623290
537,lanzhou,36.0564,103.7922,23.05,38,2,1.73,CN,1686623291
538,beringovskiy,63.05,179.3167,10.46,69,11,2.81,RU,1686623291
539,demirci,39.0461,28.6589,14.21,91,100,1.97,TR,1686623291
540,hofn,64.2539,-15.2082,7.16,88,72,1.91,IS,1686623291
541,bertoua,4.5833,13.6833,19.2,99,86,1.55,CM,1686623291
542,port arthur,38.8,121.2667,23.12,69,2,3.1,CN,1686623291
543,lata,40.1629,-8.3327,18.37,98,100,1.7,PT,1686623021
544,sakakah,29.9697,40.2064,22.76,27,0,2.75,SA,1686623292
545,oistins,13.0667,-59.5333,26.05,89,40,3.09,BB,1686623292
546,morant bay,17.8815,-76.4093,28.79,85,23,5.0,JM,1686623292
547,fort smith,35.3859,-94.3986,20.19,85,0,1.54,US,1686623184
548,taltal,-25.4,-70.4833,12.97,80,0,0.94,CL,1686623292
549,manacapuru,-3.2997,-60.6206,25.42,84,56,1.96,BR,1686623292
550,osa,57.2829,55.4567,8.49,64,0,0.72,RU,1686623293
551,van,38.4924,43.3831,18.64,42,40,4.63,TR,1686623293
